#   See ftp://ftp.ncbi.nlm.nih.gov/genomes/README_assembly_summary.txt for a description of the columns in this file.
# assembly_accession	refseq_category	taxid	organism_name	ftp_path
GCF_004016525.1	representative genome	1921138	Flavobacterium sufflavum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/016/525/GCF_004016525.1_ASM401652v1
GCF_001890385.1	representative genome	1921510	Tardibacter chloracetimidivorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/890/385/GCF_001890385.1_ASM189038v1
GCF_016907475.1	representative genome	1921566	Nocardioides cavernae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/907/475/GCF_016907475.1_ASM1690747v1
GCF_019396355.1	representative genome	1921578	Pseudonocardia nigra	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/396/355/GCF_019396355.1_ASM1939635v1
GCF_001907275.1	representative genome	1921764	Boudabousia liubingyangii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/907/275/GCF_001907275.1_ASM190727v1
GCF_001904635.1	representative genome	1921803	Hydrococcus rivularis NIES-593	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/904/635/GCF_001904635.1_ASM190463v1
GCF_900698925.1	representative genome	1922217	Candidatus Erwinia haradaeae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/698/925/GCF_900698925.1_ErCicurvipes_v1.0
GCF_026735315.1	representative genome	1922333	Hoeflea prorocentri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/735/315/GCF_026735315.1_ASM2673531v1
GCF_024125445.1	representative genome	1923877	Sporolactobacillus shoreicorticis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/125/445/GCF_024125445.1_ASM2412544v1
GCF_014646335.1	representative genome	1923961	Streptomyces lasiicapitis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/646/335/GCF_014646335.1_ASM1464633v1
GCF_018599245.1	representative genome	1924933	Planktotalea lamellibrachiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/599/245/GCF_018599245.1_ASM1859924v1
GCF_008180465.1	representative genome	1925020	Bacillus swezeyi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/180/465/GCF_008180465.1_ASM818046v1
GCF_014042035.1	representative genome	1925021	Bacillus haynesii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/042/035/GCF_014042035.1_ASM1404203v1
GCF_002688585.1	representative genome	1925548	Candidatus Fonsibacter ubiquis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/688/585/GCF_002688585.1_ASM268858v1
GCF_001936475.1	representative genome	1925762	Algoriphagus marinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/936/475/GCF_001936475.1_ASM193647v1
GCF_002806945.1	representative genome	1925763	Marinobacter salexigens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/806/945/GCF_002806945.1_ASM280694v1
GCF_900499005.1	representative genome	1926276	Actinomyces culturomici	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/499/005/GCF_900499005.1_PRJEB27979
GCF_900156915.1	representative genome	1926277	Sediminibacillus massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/915/GCF_900156915.1_PRJEB18954
GCF_900156875.1	representative genome	1926278	Bacillus dakarensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/875/GCF_900156875.1_PRJEB18969
GCF_902168435.1	representative genome	1926279	Bacillus marasmi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/902/168/435/GCF_902168435.1_P3556
GCF_900156865.1	representative genome	1926280	Bacillus sinesaloumensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/156/865/GCF_900156865.1_PRJEB18960
GCF_900169715.1	representative genome	1926282	Kocuria massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/715/GCF_900169715.1_PRJEB20004
GCF_900240245.1	representative genome	1926283	Lachnoclostridium edouardi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/240/245/GCF_900240245.1_PRJEB23758
GCF_900166635.1	representative genome	1926285	Oceanobacillus timonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/166/635/GCF_900166635.1_PRJEB19430
GCF_900166625.1	representative genome	1926286	Halobacillus massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/166/625/GCF_900166625.1_PRJEB19420
GCF_007993035.1	representative genome	1926625	Vicingus serpentipes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/993/035/GCF_007993035.1_ASM799303v1
GCF_009827575.1	representative genome	1926630	Alteriqipengyuania halimionae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/827/575/GCF_009827575.1_ASM982757v1
GCF_006346315.1	representative genome	1926648	Nocardioides litoris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/346/315/GCF_006346315.1_ASM634631v1
GCF_014489595.1	representative genome	1926868	Acidovorax monticola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/489/595/GCF_014489595.1_ASM1448959v1
GCF_004310665.1	representative genome	1926871	Pedobacter kyonggii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/310/665/GCF_004310665.1_ASM431066v1
GCF_016722785.1	representative genome	1926872	Ramlibacter monticola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/722/785/GCF_016722785.1_ASM1672278v1
GCF_002006995.1	representative genome	1926881	Izhakiella australiensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/995/GCF_002006995.1_ASM200699v1
GCF_002911665.1	representative genome	1926885	Actinomadura rubteroloni	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/911/665/GCF_002911665.1_ASM291166v1
GCF_002086485.1	representative genome	1927124	Mycobacterium aquaticum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/086/485/GCF_002086485.1_ASM208648v1
GCF_002464935.1	representative genome	1927127	Candidatus Enterovibrio escacola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/464/935/GCF_002464935.1_ASM246493v1
GCF_002381345.1	representative genome	1927128	Candidatus Enterovibrio luxaltus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/381/345/GCF_002381345.1_ASM238134v1
GCF_003363155.1	representative genome	1927958	Dyella monticola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/155/GCF_003363155.1_ASM336315v1
GCF_003977665.1	representative genome	1927959	Dyella choica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/977/665/GCF_003977665.1_ASM397766v1
GCF_003363265.1	representative genome	1927960	Dyella psychrodurans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/363/265/GCF_003363265.1_ASM336326v1
GCF_007559285.1	representative genome	1928331	Marinobacter vulgaris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/559/285/GCF_007559285.1_ASM755928v1
GCF_003986975.1	representative genome	1928574	Aliidiomarina soli	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/986/975/GCF_003986975.1_ASM398697v1
GCF_009759665.1	representative genome	1928661	Bradyrhizobium cajani	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/759/665/GCF_009759665.1_ASM975966v1
GCF_004792665.1	representative genome	1928859	Marinobacter orientalis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/792/665/GCF_004792665.1_ASM479266v1
GCF_026344035.1	representative genome	1929088	Alcaligenes endophyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/026/344/035/GCF_026344035.1_ASM2634403v1
GCF_900161835.1	representative genome	1929246	Sodalis endosymbiont of Henestaris halophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/161/835/GCF_900161835.1_HBAv1
GCF_015689475.1	representative genome	1929477	Streptomyces solisilvae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/689/475/GCF_015689475.1_ASM1568947v1
GCF_002072105.2	representative genome	1929488	Croceivirga radicis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/072/105/GCF_002072105.2_ASM207210v2
GCF_003966895.1	representative genome	1930071	Methylomusa anaerophila	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/966/895/GCF_003966895.1_ASM396689v1
GCF_002078605.1	representative genome	1930251	Salegentibacter sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/078/605/GCF_002078605.1_ASM207860v1
GCF_007741535.1	representative genome	1930273	Rubripirellula lacrimiformis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/535/GCF_007741535.1_ASM774153v1
GCF_007741495.1	representative genome	1930274	Roseimaritima multifibrata	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/495/GCF_007741495.1_ASM774149v1
GCF_007741515.1	representative genome	1930276	Adhaeretor mobilis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/515/GCF_007741515.1_ASM774151v1
GCF_007741475.1	representative genome	1930277	Rosistilla ulvae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/741/475/GCF_007741475.1_ASM774147v1
GCF_004102945.1	representative genome	1930593	Candidatus Velamenicoccus archaeovorus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/102/945/GCF_004102945.1_ASM410294v1
GCF_002150005.2	representative genome	1930667	Marivivens niveibacter	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/150/005/GCF_002150005.2_ASM215000v2
GCF_003336745.1	representative genome	1930763	Thermus caldifontis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/336/745/GCF_003336745.1_ASM333674v1
GCF_003336425.1	representative genome	1931232	Marinitenerispora sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/336/425/GCF_003336425.1_ASM333642v1
GCF_002056295.1	representative genome	1931241	Pseudomonas phragmitis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/056/295/GCF_002056295.1_ASM205629v1
GCF_022870885.1	representative genome	1931275	Neisseria dumasiana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/022/870/885/GCF_022870885.1_ASM2287088v1
GCF_005405885.1	representative genome	1931992	Gandjariella thermophila	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/405/885/GCF_005405885.1_ASM540588v1
GCF_006538185.1	representative genome	1932662	Komagataeibacter diospyri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/006/538/185/GCF_006538185.1_ASM653818v1
GCF_004005815.1	representative genome	1932778	Mucilaginibacter limnophilus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/005/815/GCF_004005815.1_ASM400581v1
GCF_009909155.2	representative genome	1932779	Flavobacterium undicola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/909/155/GCF_009909155.2_ASM990915v2
GCF_025264665.1	representative genome	1933044	Edaphobacter flagellatus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/025/264/665/GCF_025264665.1_ASM2526466v1
GCF_003986955.1	representative genome	1933879	Aliidiomarina sedimenti	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/986/955/GCF_003986955.1_ASM398695v1
GCF_001302565.1	representative genome	1933880	Glutamicibacter halophytocola	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/302/565/GCF_001302565.1_ASM130256v1
GCF_019396325.1	representative genome	1935170	Nonomuraea ceibae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/019/396/325/GCF_019396325.1_ASM1939632v1
GCF_004299785.2	representative genome	1935204	[Arcobacter] porcinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/299/785/GCF_004299785.2_ASM429978v2
GCF_004028235.1	representative genome	1935379	Leucobacter muris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/235/GCF_004028235.1_ASM402823v1
GCF_024494545.1	representative genome	1935446	Photobacterium toruni	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/024/494/545/GCF_024494545.1_ASM2449454v1
GCF_007625215.1	representative genome	1935996	Spiribacter aquaticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/625/215/GCF_007625215.1_ASM762521v1
GCF_002007645.1	representative genome	1936003	Anaerohalosphaera lusitana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/007/645/GCF_002007645.1_ASM200764v1
GCF_011207455.1	representative genome	1936021	Thermosulfuriphilus ammonigenes	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/011/207/455/GCF_011207455.1_ASM1120745v1
GCF_900176885.1	representative genome	1936063	Oceanobacillus senegalensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/885/GCF_900176885.1_PRJEB20397
GCF_012396585.1	representative genome	1936207	Streptococcus ovuberis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/396/585/GCF_012396585.1_ASM1239658v1
GCF_002335445.1	representative genome	1936991	Lebetimonas natsushimae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/335/445/GCF_002335445.1_ASM233544v1
GCF_003967515.1	representative genome	1936993	Dictyobacter aurantiacus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/967/515/GCF_003967515.1_ASM396751v1
GCF_900186615.1	representative genome	1936995	Parabacteroides bouchesdurhonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/615/GCF_900186615.1_PRJEB21317
GCF_004335975.1	representative genome	1937190	Mycoplasma marinum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/335/975/GCF_004335975.1_ASM433597v1
GCF_004335995.1	representative genome	1937191	Mycoplasma todarodis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/335/995/GCF_004335995.1_5H
GCF_900199705.1	representative genome	1937461	Collinsella provencensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/199/705/GCF_900199705.1_PRJEB21894
GCF_018390695.1	representative genome	1937790	Ancylobacter sonchi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/390/695/GCF_018390695.1_ASM1839069v1
GCF_003367475.1	representative genome	1938339	Alteromonas aestuariivivens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/367/475/GCF_003367475.1_ASM336747v1
GCF_002118315.1	representative genome	1938558	Kiloniella majae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/118/315/GCF_002118315.1_ASM211831v1
GCF_007859765.1	representative genome	1938618	Posidoniimonas corsicana	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/859/765/GCF_007859765.1_ASM785976v1
GCF_007859735.1	representative genome	1938619	Thalassoglobus neptunius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/859/735/GCF_007859735.1_ASM785973v1
GCF_900230285.1	representative genome	1938745	Blastococcus haudaquaticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/230/285/GCF_900230285.1_IMG-taxon_2728369258_annotated_assembly
GCF_900188025.1	representative genome	1938746	Blastococcus mobilis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/188/025/GCF_900188025.1_IMG-taxon_2724679778_annotated_assembly
GCF_014397785.1	representative genome	1938811	Paraburkholderia podalyriae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/397/785/GCF_014397785.1_ASM1439778v1
GCF_900205755.1	representative genome	1938814	Polynucleobacter meluiroseus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/205/755/GCF_900205755.1_IMG-taxon_2710724120_annotated_assembly
GCF_002797575.1	representative genome	1938816	Polynucleobacter brandtiae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/797/575/GCF_002797575.1_ASM279757v1
GCF_900176405.1	representative genome	1938817	Polynucleobacter kasalickyi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/176/405/GCF_900176405.1_IMG-taxon_2708742530_annotated_assembly
GCF_002006795.1	representative genome	1940240	Wohlfahrtiimonas populi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/006/795/GCF_002006795.1_ASM200679v1
GCF_014596575.1	representative genome	1940408	Flavobacterium pokkalii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/596/575/GCF_014596575.1_ASM1459657v1
GCF_002843385.1	representative genome	1940525	Labilibaculum manganireducens	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/385/GCF_002843385.1_ASM284338v1
GCF_002843315.1	representative genome	1940526	Labilibaculum filiforme	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/843/315/GCF_002843315.1_ASM284331v1
GCF_002763455.1	representative genome	1940529	Lentibacillus sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/763/455/GCF_002763455.1_ASM276345v1
GCF_003385555.1	representative genome	1940533	Rhodosalinus sediminis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/385/555/GCF_003385555.1_ASM338555v1
GCF_005144885.1	representative genome	1940610	Phreatobacter stygius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/005/144/885/GCF_005144885.1_ASM514488v1
GCF_008119665.1	representative genome	1940612	Pigmentiphaga aceris	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/008/119/665/GCF_008119665.1_ASM811966v1
GCF_018304965.1	representative genome	1940615	Collimonas antrihumi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/304/965/GCF_018304965.1_ASM1830496v1
GCF_021282585.1	representative genome	1940621	Pseudomonas alloputida	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/282/585/GCF_021282585.1_ASM2128258v1
GCF_015168335.1	representative genome	1940636	Pseudomonas shirazica	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/015/168/335/GCF_015168335.1_ASM1516833v1
GCF_023499275.1	representative genome	1940789	Lactococcus petauri	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/023/499/275/GCF_023499275.1_ASM2349927v1
GCF_001997385.1	representative genome	1940790	Sedimentisphaera cyanobacteriorum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/997/385/GCF_001997385.1_ASM199738v1
GCF_002117005.1	representative genome	1941349	Sedimentisphaera salicampi	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/117/005/GCF_002117005.1_ASM211700v1
GCF_002018015.1	representative genome	1943583	Candidatus Synechococcus spongiarum LMB bulk15N	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/018/015/GCF_002018015.1_ASM201801v1
GCF_002906155.1	representative genome	1943631	Pseudomonas laurylsulfativorans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/906/155/GCF_002906155.1_ASM290615v1
GCF_016806125.1	representative genome	1943633	Ponticoccus alexandrii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/806/125/GCF_016806125.1_ASM1680612v1
GCF_018310345.1	representative genome	1944633	Ornithinibacillus massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/310/345/GCF_018310345.1_ASM1831034v1
GCF_900186465.1	representative genome	1944634	Selenomonas felix	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/465/GCF_900186465.1_PRJEB21319
GCF_009183815.1	representative genome	1944635	Sutterella seckii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/009/183/815/GCF_009183815.1_ASM918381v1
GCF_900232875.1	representative genome	1944636	Parabacteroides provencensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/232/875/GCF_900232875.1_PRJEB23011
GCF_900186535.1	representative genome	1944642	Marasmitruncus massiliensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/186/535/GCF_900186535.1_PRJEB21316
GCF_900169485.1	representative genome	1944646	Phoenicibacter congonensis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/169/485/GCF_900169485.1_PRJEB19959
GCF_900162815.1	representative genome	1945520	Psychrobacter pasteurii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/815/GCF_900162815.1_Psychrobacter_pasteurii_CIP110853_assembly
GCF_900162825.1	representative genome	1945521	Psychrobacter piechaudii	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/900/162/825/GCF_900162825.1_Psychrobacter_piechaudii_CIP110854_assembly
GCF_002177115.1	representative genome	1945581	Chryseobacterium mucoviscidosis	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/177/115/GCF_002177115.1_ASM217711v1
GCF_002157465.1	representative genome	1945634	Butyricicoccus porcorum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/157/465/GCF_002157465.1_ASM215746v1
GCF_002105555.1	representative genome	1945662	Paracoccus contaminans	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/105/555/GCF_002105555.1_ASM210555v1
GCF_003148885.1	representative genome	1945871	Hallerella porci	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/148/885/GCF_003148885.1_ASM314888v1
GCF_014644155.1	representative genome	1949069	Pseudoduganella buxea	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/644/155/GCF_014644155.1_ASM1464415v1
GCF_003206065.1	representative genome	1949081	Salinicola halimionae	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/206/065/GCF_003206065.1_ASM320606v1
GCF_003206645.1	representative genome	1949082	Salinicola aestuarinus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/206/645/GCF_003206645.1_ASM320664v1
GCF_003206575.1	representative genome	1949083	Salinicola endophyticus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/206/575/GCF_003206575.1_ASM320657v1
GCF_003206045.1	representative genome	1949085	Salinicola lusitanus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/003/206/045/GCF_003206045.1_ASM320604v1
GCF_002614725.1	representative genome	1955013	Staphylococcus edaphicus	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/614/725/GCF_002614725.1_ASM261472v1
GCF_014640675.1	representative genome	1955250	Novosphingobium endophyticum	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/014/640/675/GCF_014640675.1_ASM1464067v1
GCF_007559425.1	representative genome	1955272	Allobacillus salarius	https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/007/559/425/GCF_007559425.1_ASM755942v1
